frame,time,face_box,face_prob,face_landmarks,face_aus,face_id
0,0.0,[681.7302  109.08206 826.7128  321.1549 ],0.99348974,"[[694.71168852 201.02710116]
 [689.18201736 214.19357198]
 [687.58278078 229.44839585]
 [691.97560287 244.72621965]
 [696.93730845 259.34737164]
 [701.28336398 273.99451721]
 [704.31010424 287.86073911]
 [707.39469117 300.80611843]
 [718.5460124  307.17816639]
 [736.00908107 308.3427875 ]
 [756.75846076 304.99272335]
 [777.98449731 297.87260878]
 [797.31471276 286.82699341]
 [812.83162123 270.40206182]
 [822.24697357 249.26634568]
 [827.25111431 225.50384837]
 [829.54287863 202.56658483]
 [693.4805814  161.98609161]
 [695.96700294 160.17126578]
 [699.79726    161.82114135]
 [704.01262788 164.9252339 ]
 [707.19821116 169.50088727]
 [726.02214104 166.37485611]
 [738.65909165 162.59164202]
 [753.01811731 161.93846713]
 [767.26210153 166.50261532]
 [779.54999542 174.20445892]
 [711.92528343 186.98610055]
 [706.50199091 200.00073525]
 [700.67172459 212.3124114 ]
 [694.71566266 224.64043784]
 [695.40533236 237.80552137]
 [699.17772709 241.15589845]
 [704.42577934 242.66930509]
 [712.75436616 241.87024224]
 [721.4707706  240.59219646]
 [694.52829918 185.51687884]
 [698.12521896 181.03845108]
 [704.74227367 182.50585783]
 [710.1028744  189.29718795]
 [702.99140698 190.57452965]
 [697.00640476 189.59038246]
 [739.64625335 191.79088759]
 [747.3773267  185.23520517]
 [757.04396254 186.54571164]
 [766.7497713  192.39350694]
 [756.52515477 195.45259315]
 [747.31852299 194.763179  ]
 [700.29472372 268.5597508 ]
 [698.77365305 260.8536123 ]
 [702.02664284 257.12415862]
 [706.24845436 259.08757138]
 [712.33086473 257.62669432]
 [726.96339673 263.16796976]
 [742.45134926 269.63393676]
 [728.36370206 275.75896221]
 [714.92700538 278.98618269]
 [708.04958454 278.79031289]
 [702.93418093 277.15196598]
 [700.67746675 272.68682706]
 [701.97999364 268.67703485]
 [703.14417927 265.1999234 ]
 [707.26558378 265.76904941]
 [713.41597697 265.68303692]
 [738.94638753 269.26902521]
 [714.22663888 267.79738355]
 [708.09748805 267.58046436]
 [703.88029477 266.47521544]]","[1.9445507e-01 9.5971501e-01 7.0554033e-02 9.1344768e-01 9.6674222e-01
 3.1736898e-01 9.1773397e-01 9.7856182e-01 2.1025483e-01 7.4478285e-04
 1.7763793e-02 2.9901737e-05]",0.0
1,0.03987240829346093,[433.533   127.91385 578.25836 313.54385],0.99801517,"[[428.51547235 216.90706718]
 [431.74569339 237.08046722]
 [436.64925636 256.96476984]
 [444.22312543 275.81169236]
 [456.70589086 291.09232974]
 [474.40482175 301.862342  ]
 [494.95877254 308.64381576]
 [516.16593313 311.95868206]
 [535.53005743 310.95157552]
 [550.9793514  304.86135316]
 [560.91409767 293.56698298]
 [569.34303784 280.78755951]
 [576.02558064 266.30153298]
 [579.58745801 250.05788743]
 [580.1280365  233.03781176]
 [577.84162068 217.0414573 ]
 [573.97419715 201.5993039 ]
 [458.28979474 198.36130381]
 [468.2659688  189.14206719]
 [481.43485188 183.45356321]
 [495.84063637 182.14923859]
 [509.02646601 184.31206071]
 [534.03468478 181.99569285]
 [542.94140577 177.92686045]
 [553.06467986 176.46972126]
 [562.41359806 178.60893852]
 [568.32517636 185.07076645]
 [525.29896426 196.34052575]
 [528.44514287 206.95681596]
 [531.64957654 216.99402976]
 [535.05219364 227.2189728 ]
 [513.0202316  241.21939862]
 [522.95045602 242.77263224]
 [532.80660927 243.45677936]
 [540.56607759 241.02660823]
 [546.65670443 237.71020699]
 [474.76745623 205.569978  ]
 [484.53745586 200.55823684]
 [492.79015291 199.32247627]
 [501.15470344 203.31025249]
 [493.43751335 204.41395128]
 [485.15631104 205.37876403]
 [538.98432314 199.56779164]
 [546.47117388 194.16284168]
 [554.04742444 193.44882548]
 [561.60729885 196.73596954]
 [554.76542318 198.5600369 ]
 [547.31675923 199.30900407]
 [488.88017112 265.12439048]
 [505.69298339 259.79241753]
 [522.08083022 256.31484771]
 [530.92536545 257.23467016]
 [539.09588623 255.03056026]
 [549.62871933 256.04789281]
 [557.71179008 259.11312413]
 [551.59131491 270.8136723 ]
 [542.99241138 278.56071591]
 [533.53602672 281.0567131 ]
 [523.06310809 281.35478163]
 [505.84361482 276.35218787]
 [492.11407977 265.401281  ]
 [521.91397822 262.07028747]
 [531.21084332 262.10958397]
 [539.69246924 260.26667213]
 [554.96193683 260.10196698]
 [541.51044869 270.78956962]
 [532.60452628 273.24564803]
 [522.79052162 273.57818007]]","[2.6123902e-02 7.3243761e-01 4.9044508e-03 8.6278307e-01 7.4733007e-01
 7.1998179e-01 9.2692399e-01 8.5591137e-01 1.7221895e-01 2.8687457e-03
 4.0992997e-03 7.5482007e-05]",0.0
2,0.07974481658692185,[433.2938  129.13565 575.9921  311.0503 ],0.99944764,"[[427.87877744 218.31622195]
 [431.34315085 238.27058959]
 [436.55004242 257.84361362]
 [444.32641041 276.39210415]
 [456.8326624  291.45567369]
 [474.32645547 302.1462326 ]
 [494.4453882  309.01937771]
 [515.17915893 312.45174694]
 [534.15186691 311.32808685]
 [549.34670305 305.0788579 ]
 [559.01339483 293.60578442]
 [567.42315054 280.84323502]
 [574.31901407 266.52850223]
 [578.14028263 250.43886137]
 [578.7699194  233.43874049]
 [576.41155982 217.48080707]
 [572.44417977 202.07319069]
 [455.17589068 200.23292613]
 [465.07300127 190.88645041]
 [478.36081183 185.09241533]
 [492.95823836 183.64776516]
 [506.38841844 185.69352078]
 [531.57039309 183.38252544]
 [540.67345047 179.27514923]
 [551.0299685  177.74165523]
 [560.67098927 179.74901199]
 [566.85329318 186.16736817]
 [522.75289488 197.50775003]
 [525.95678806 207.88407493]
 [529.20458031 217.70499778]
 [532.65408063 227.74148941]
 [510.98889017 242.355232  ]
 [520.91438341 243.75232315]
 [530.74928999 244.33801985]
 [538.62622881 242.0215807 ]
 [544.8982172  238.865062  ]
 [471.69830942 207.10743475]
 [481.48512387 201.9491415 ]
 [489.90671551 200.57963848]
 [498.59047127 204.65664315]
 [490.74991679 205.8593359 ]
 [482.29694378 206.96791017]
 [537.01540399 200.58075595]
 [544.55916309 194.95980537]
 [552.38022852 194.18811178]
 [560.22409439 197.51605415]
 [553.2958858  199.48392534]
 [545.5939486  200.32399464]
 [487.20268929 266.2767849 ]
 [503.95093393 261.36361694]
 [520.30394864 257.98047781]
 [529.18410707 259.03637218]
 [537.32947397 256.79673076]
 [548.18658686 257.92087269]
 [556.57329607 260.89196348]
 [550.00345635 272.74436092]
 [541.10276318 280.57887697]
 [531.58191633 283.02719784]
 [521.08434105 283.24925613]
 [503.88064623 277.91456699]
 [490.44933844 266.53221345]
 [520.27173686 264.07645988]
 [529.59081411 264.1857667 ]
 [538.09162807 262.34161663]
 [553.64462805 261.94949818]
 [539.45063305 272.26385999]
 [530.50628686 274.68902159]
 [520.67899752 274.9081068 ]]","[2.9196709e-02 7.4939644e-01 4.5427717e-03 8.8008654e-01 7.6029408e-01
 7.2479850e-01 9.3252814e-01 8.6410439e-01 1.7522828e-01 2.8124449e-03
 4.2901374e-03 7.1069640e-05]",0.0
3,0.11961722488038279,[431.78894 129.64902 573.75586 312.84076],0.99890924,"[[425.68616542 219.60670161]
 [429.21739876 239.54252535]
 [434.48966186 259.11564255]
 [442.43673281 277.57649434]
 [455.12054828 292.4673785 ]
 [472.78679591 302.90483868]
 [493.06551728 309.47438717]
 [513.85277796 312.63517094]
 [532.77316403 311.40884244]
 [547.80198187 305.07931465]
 [557.39062965 293.59810233]
 [565.7496568  280.84346247]
 [572.53003496 266.51664579]
 [576.23637682 250.41937965]
 [576.81758791 233.47910058]
 [574.43694019 217.56826863]
 [570.41568393 202.19747049]
 [453.6531875  200.76218262]
 [463.49647442 191.24999309]
 [476.73487079 185.25409293]
 [491.3411935  183.66248941]
 [504.75207067 185.65143833]
 [530.3131991  183.13976228]
 [539.36509502 178.93297896]
 [549.67960435 177.38259858]
 [559.24888659 179.47969899]
 [565.28112262 186.03926402]
 [521.36279905 198.12069625]
 [524.54764706 208.51802388]
 [527.78386474 218.32269946]
 [531.22320664 228.33318496]
 [509.8470549  243.00401533]
 [519.68886137 244.31467569]
 [529.43435991 244.80457312]
 [537.1943087  242.45093524]
 [543.37353945 239.27223325]
 [470.30671629 208.13177291]
 [480.13050771 202.89784086]
 [488.5835546  201.4748807 ]
 [497.287844   205.49463868]
 [489.46724537 206.81750953]
 [480.96712491 207.97359204]
 [535.55012262 201.19111425]
 [543.09828365 195.51560691]
 [550.91218078 194.66301823]
 [558.73192835 197.94418436]
 [551.86975622 200.0278461 ]
 [544.16437751 200.92485833]
 [486.74356753 267.01048768]
 [503.20666927 261.72627145]
 [519.32350481 258.09837025]
 [528.07912821 259.04303193]
 [536.05966079 256.81126451]
 [546.70999932 257.94791013]
 [554.82746673 261.00289685]
 [548.54577184 272.70931011]
 [539.93674564 280.53432715]
 [530.60007423 283.03753841]
 [520.24221665 283.34842682]
 [503.26143301 278.260934  ]
 [489.95215872 267.19553059]
 [519.32668483 264.15604651]
 [528.51200938 264.18610388]
 [536.84570843 262.34016955]
 [551.96614569 262.03392887]
 [538.23246521 272.3398664 ]
 [529.46240938 274.79015875]
 [519.77623057 275.09913099]]","[2.3421943e-02 7.0526201e-01 4.6566692e-03 8.4613389e-01 7.3582679e-01
 6.6993898e-01 9.2457694e-01 8.6357880e-01 1.4649762e-01 2.2247094e-03
 3.3339674e-03 5.9087724e-05]",0.0
4,0.1594896331738437,[431.71826 128.10876 572.99835 311.373  ],0.99849486,"[[426.32830881 218.86972785]
 [430.01146448 238.612445  ]
 [435.47232498 257.95214057]
 [443.59885138 276.23937368]
 [456.36711118 291.03845477]
 [473.92197919 301.49344683]
 [493.90846592 308.2457149 ]
 [514.35632896 311.56708121]
 [533.03797078 310.27950764]
 [547.88659108 303.78748   ]
 [557.23691654 292.14110494]
 [565.45344365 279.33328927]
 [572.24089277 265.08120656]
 [575.9855361  249.09154296]
 [576.53433812 232.16617703]
 [574.09459543 216.27680272]
 [570.04339468 200.92458785]
 [453.20994419 200.41970134]
 [462.8668676  191.15868628]
 [475.88555676 185.28636992]
 [490.28992009 183.66832554]
 [503.57749295 185.5109176 ]
 [529.44449854 182.75852263]
 [538.45678401 178.49358082]
 [548.75729156 176.75190121]
 [558.4309442  178.57181102]
 [564.73079336 184.87926483]
 [520.27146649 197.39583373]
 [523.43465996 207.61419475]
 [526.64349151 217.26426333]
 [530.06663156 227.12518513]
 [509.099154   241.91242099]
 [518.88591897 243.17876637]
 [528.59030437 243.5968858 ]
 [536.37745452 241.20948911]
 [542.63528299 238.02331448]
 [469.59220779 207.71417499]
 [479.37224966 202.56280661]
 [487.75924069 201.06206954]
 [496.48232114 204.86425191]
 [488.67072058 206.2349245 ]
 [480.24726671 207.45771915]
 [534.96751738 200.21305323]
 [542.51496625 194.61388648]
 [550.31790328 193.71085227]
 [558.22083068 196.82466865]
 [551.29490685 198.94847095]
 [543.58399582 199.89139289]
 [486.26197916 266.00157797]
 [502.53772688 260.89587808]
 [518.66750669 257.28201866]
 [527.46210945 258.17887187]
 [535.45305026 255.89927793]
 [546.37746406 256.89899921]
 [554.76366472 259.77234423]
 [548.41424596 272.00602591]
 [539.62494266 280.2154398 ]
 [530.21398258 282.81587839]
 [519.77612507 283.14495087]
 [502.69397449 277.79359162]
 [489.37868845 266.25367165]
 [518.6966486  263.3100456 ]
 [527.93900919 263.29670072]
 [536.30799425 261.36638403]
 [551.92042422 260.91585994]
 [537.84105492 271.94443882]
 [529.03050315 274.51160133]
 [519.26248384 274.83248651]]","[2.3420140e-02 7.3553193e-01 5.2494453e-03 8.4183604e-01 7.4714798e-01
 6.7942733e-01 9.3200660e-01 8.8100427e-01 1.5476094e-01 2.3581325e-03
 3.9661527e-03 6.6019915e-05]",0.0
5,0.19936204146730463,[431.61972 128.24081 572.6872  311.4351 ],0.9985183,"[[426.48294848 219.17318463]
 [430.16048868 238.89166415]
 [435.62577721 258.20979714]
 [443.75289512 276.47984505]
 [456.50025603 291.25641108]
 [474.00930357 301.68117702]
 [493.95483863 308.38591218]
 [514.38113403 311.64573193]
 [533.05742574 310.32861114]
 [547.91353416 303.85216773]
 [557.2743268  292.24284828]
 [565.48552406 279.45592642]
 [572.26563704 265.21806002]
 [576.01297569 249.24081922]
 [576.58007753 232.3195672 ]
 [574.15224087 216.42916441]
 [570.09259951 201.0851419 ]
 [453.22098893 200.33593357]
 [462.90125322 191.12625629]
 [475.90724599 185.29809356]
 [490.28504622 183.69699627]
 [503.54324412 185.54690927]
 [529.51393855 182.75605023]
 [538.50198638 178.46601963]
 [548.78497434 176.68274999]
 [558.4613831  178.44265848]
 [564.80236125 184.69389051]
 [520.31208885 197.33555883]
 [523.47000313 207.57645011]
 [526.67267394 217.25106031]
 [530.08690727 227.12833643]
 [509.12477982 241.92316175]
 [518.91351056 243.19368184]
 [528.62091553 243.61442566]
 [536.42487597 241.22679591]
 [542.69512725 238.03409576]
 [469.55666196 207.71948457]
 [479.3349458  202.55579472]
 [487.72333008 201.04974806]
 [496.47664678 204.84263361]
 [488.64745063 206.20415628]
 [480.22150916 207.43657202]
 [535.06898713 200.16432464]
 [542.6327498  194.56011176]
 [550.44285071 193.64509046]
 [558.36474669 196.75265491]
 [551.43095982 198.86933386]
 [543.71428323 199.81982499]
 [486.17900681 265.96351922]
 [502.48343539 260.83596289]
 [518.64174914 257.22061396]
 [527.46171427 258.12208772]
 [535.47826064 255.84733725]
 [546.44745123 256.86176121]
 [554.8826642  259.76469398]
 [548.46895289 271.96991265]
 [539.63397098 280.15237331]
 [530.19770932 282.74126053]
 [519.73763061 283.06707025]
 [502.63151598 277.73272395]
 [489.2945863  266.21370792]
 [518.67682886 263.2683897 ]
 [527.94533205 263.25669646]
 [536.34215188 261.33472919]
 [552.03125668 260.90932429]
 [537.85031629 271.87113822]
 [529.01258838 274.42461133]
 [519.22222626 274.74687457]]","[2.3948275e-02 7.4355215e-01 5.0141555e-03 8.6034304e-01 7.5602186e-01
 6.9498372e-01 9.3657809e-01 8.8953662e-01 1.6747308e-01 2.3751049e-03
 4.0503205e-03 6.2702769e-05]",0.0
6,0.23923444976076558,[434.22617 122.93295 577.95526 308.35025],0.9999664,"[[427.73875535 217.53653139]
 [431.39738704 237.05766523]
 [436.77286722 256.23238075]
 [444.78764872 274.43712497]
 [457.54577044 288.9481703 ]
 [475.19655985 298.9850418 ]
 [495.26286817 305.19086385]
 [515.67205793 308.15534675]
 [534.13075632 306.72764337]
 [548.81431478 300.29059392]
 [558.19980228 289.19463825]
 [566.80408269 277.09256911]
 [574.08237338 263.35795659]
 [578.16794413 247.6576637 ]
 [578.87256694 230.82335222]
 [576.45800185 214.94963878]
 [572.46299791 199.56178749]
 [454.34481153 198.95059812]
 [464.15485868 189.35448581]
 [477.49408823 183.311948  ]
 [492.1623649  181.71571177]
 [505.62852514 183.65041608]
 [530.73452657 180.81013644]
 [539.83440328 176.52632511]
 [550.22274578 174.84942636]
 [559.89967012 176.72573605]
 [566.17429119 183.07865828]
 [521.81513387 195.57237244]
 [525.20702243 205.38370854]
 [528.64375615 214.59625497]
 [532.27792615 224.06858164]
 [510.90149766 239.82573271]
 [520.76979506 240.7828145 ]
 [530.47405547 240.97101158]
 [538.16949177 238.66421306]
 [544.36837411 235.61711359]
 [470.90266377 206.3008638 ]
 [480.71427312 200.92790997]
 [489.22885805 199.40791258]
 [498.02620262 203.46752387]
 [490.1671057  204.88445163]
 [481.61437815 206.1725359 ]
 [536.0847227  198.66698262]
 [543.54639494 192.73780543]
 [551.43122447 191.80081064]
 [559.38887453 195.00103742]
 [552.50884891 197.18058559]
 [544.71419436 198.24708381]
 [487.43583003 263.89805776]
 [504.28511912 258.83340025]
 [520.5676567  255.17818427]
 [529.26679355 256.05139148]
 [537.18656909 253.69374645]
 [547.99173754 254.67953575]
 [556.48993218 257.19514424]
 [549.7425344  269.12033844]
 [540.87352419 276.97464561]
 [531.55396909 279.5622291 ]
 [521.26936132 280.0071851 ]
 [504.18104926 275.06953561]
 [490.74720559 264.07518017]
 [520.56572843 261.34125441]
 [529.69684929 261.24915117]
 [537.96967351 259.2681787 ]
 [553.61313915 258.33238006]
 [539.0782637  268.57863897]
 [530.35791588 271.06710732]
 [520.74362421 271.48841882]]","[2.3479715e-02 7.2582471e-01 5.2487748e-03 8.5330826e-01 7.6816887e-01
 6.9152027e-01 9.3339974e-01 8.9214849e-01 1.6250531e-01 2.3922953e-03
 4.2587998e-03 6.5915607e-05]",0.0
7,0.27910685805422647,[435.81406  123.290535 581.5768   314.76773 ],0.99986804,"[[428.50023711 214.89696693]
 [431.83856201 235.18614769]
 [436.72394419 255.25187206]
 [444.1812017  274.43109322]
 [456.53925967 289.96514606]
 [474.10019493 300.97197533]
 [494.51094913 307.87978935]
 [515.54590416 311.41631889]
 [535.05069542 310.36723518]
 [550.77013493 303.86959648]
 [560.91070747 291.91496849]
 [569.61318016 278.48142242]
 [576.44205379 263.49735069]
 [579.91806412 246.90879059]
 [580.3311348  229.60104942]
 [578.08486366 213.41284561]
 [574.35866737 197.75551462]
 [456.64617014 196.35464001]
 [466.64206934 186.70842838]
 [479.99375343 180.87928104]
 [494.61871719 179.54169512]
 [508.02129555 181.67935896]
 [533.65083313 178.81765175]
 [542.98538494 174.56677723]
 [553.4277668  173.00376797]
 [563.07891941 175.15858889]
 [569.03772831 181.93647385]
 [524.64125347 193.45071411]
 [527.710886   203.86993313]
 [530.83507919 213.69979   ]
 [534.135952   223.77515411]
 [511.92832565 237.85953617]
 [521.97035122 239.27181911]
 [531.94836426 239.89598846]
 [539.78873444 237.30202293]
 [545.99146652 233.90734482]
 [473.60313272 203.76215458]
 [483.31880665 198.71891785]
 [491.66742706 197.40435314]
 [500.20865679 201.05889988]
 [492.38620949 202.31897736]
 [483.96619654 203.4131279 ]
 [538.48485947 196.90375042]
 [546.06871796 191.58009958]
 [553.74923515 190.84560776]
 [561.46741295 193.82599831]
 [554.46818542 195.68804741]
 [546.88025665 196.52256536]
 [486.70380211 262.25569439]
 [503.85235119 256.50175285]
 [520.60348129 252.90011978]
 [529.64766884 253.62754631]
 [538.0959692  251.25950241]
 [548.96845818 251.91262531]
 [557.5499239  254.76494884]
 [551.4240551  268.00566006]
 [542.54171371 276.53417015]
 [532.75543404 279.26776314]
 [522.04494858 279.72626781]
 [504.2204442  274.51414585]
 [490.00072002 262.53545284]
 [520.48976517 258.52989674]
 [529.98749542 258.42426872]
 [538.73057652 256.38122845]
 [554.65473652 255.86866665]
 [541.01277733 268.56508255]
 [531.76861095 271.27530289]
 [521.69162083 271.75624657]]","[1.8342948e-02 7.1428221e-01 5.3306199e-03 8.7690943e-01 8.1390363e-01
 6.8255228e-01 9.4255656e-01 9.2659271e-01 1.5269651e-01 2.2626405e-03
 3.5306674e-03 6.0804276e-05]",0.0
8,0.3189792663476874,[438.58136 131.38138 579.944   309.50452],0.9999733,"[[431.28230037 215.48557878]
 [434.41980594 235.40903449]
 [439.20773016 255.15896618]
 [446.79263109 274.04777288]
 [459.2244468  289.34370518]
 [476.71981508 300.18245637]
 [496.9487744  307.05963135]
 [517.76218796 310.57668209]
 [537.0620718  309.54763651]
 [552.66973937 303.22740018]
 [562.83814573 291.67105496]
 [571.6920557  278.76422167]
 [578.79218245 264.18716013]
 [582.54676604 247.81154871]
 [583.02176082 230.49564481]
 [580.55736506 214.28205669]
 [576.56977797 198.65918994]
 [459.33563137 195.87300718]
 [468.9922812  186.53034717]
 [481.9008472  180.69149435]
 [496.16085374 179.18514878]
 [509.23887038 181.14489108]
 [534.551278   178.32763612]
 [543.58891571 174.14633542]
 [553.88754869 172.65167803]
 [563.48628962 174.81592536]
 [569.683676   181.38571203]
 [525.67743683 193.11426401]
 [528.78776753 203.38071018]
 [531.94722199 213.06669444]
 [535.28794193 222.97713518]
 [513.68096375 237.70093977]
 [523.57479179 239.09334719]
 [533.41616237 239.64271665]
 [541.26191044 237.14186311]
 [547.54310513 233.85273933]
 [475.55282676 203.61322224]
 [485.17923021 198.63030642]
 [493.37585652 197.23849177]
 [501.91281283 200.80201149]
 [494.16680181 202.02626526]
 [485.9292137  203.14850211]
 [539.95455766 196.56939834]
 [547.34000349 191.31137729]
 [554.8961767  190.56242228]
 [562.71247888 193.57227623]
 [555.6787523  195.25981635]
 [548.22529519 196.11418784]
 [489.017308   262.30046511]
 [505.86205745 256.60281777]
 [522.55982065 252.95562148]
 [531.62836337 253.70909572]
 [540.0662818  251.38071239]
 [551.36095786 252.18161821]
 [560.26297832 255.23608685]
 [553.82144237 268.5398519 ]
 [544.56605101 277.15690792]
 [534.7201612  279.87230301]
 [523.95742619 280.27058244]
 [506.21453667 274.82761264]
 [492.21230829 262.630409  ]
 [522.46557558 258.72478604]
 [531.99738944 258.65469754]
 [540.76899076 256.64161623]
 [557.46247792 256.3787514 ]
 [542.94080222 269.25091028]
 [533.66543913 271.93035424]
 [523.54722047 272.34834194]]","[1.9513195e-02 7.2280723e-01 4.8690112e-03 8.8359296e-01 8.1201780e-01
 7.0639098e-01 9.4582045e-01 9.2479122e-01 1.5992513e-01 2.5368168e-03
 4.1081794e-03 6.2656982e-05]",0.0
9,0.35885167464114837,[438.6652  128.94212 581.6561  309.47974],0.9999716,"[[431.95798968 215.29844451]
 [435.33753869 235.28636694]
 [440.39403856 254.96897459]
 [448.06220055 273.69301009]
 [460.50295508 288.8079524 ]
 [478.08938777 299.39525318]
 [498.40692735 305.99428034]
 [519.24662685 309.24135494]
 [538.35393333 308.08390427]
 [553.64382601 301.80602098]
 [563.66024423 290.50088549]
 [572.56743717 278.02806783]
 [579.80629158 263.84851789]
 [583.70731044 247.74106932]
 [584.33076525 230.64180136]
 [582.01074815 214.6039331 ]
 [578.15341306 199.05415225]
 [459.7602644  196.33990479]
 [469.50143182 186.73399198]
 [482.62462091 180.67685986]
 [497.17142308 179.09554029]
 [510.55398774 181.12958813]
 [536.09358287 178.49486542]
 [545.31181121 174.32078969]
 [555.81381536 172.90797198]
 [565.57128859 175.25129187]
 [571.75506878 182.06406808]
 [527.19475555 193.55336535]
 [530.27496862 203.8423996 ]
 [533.4054575  213.53515708]
 [536.73469162 223.43432832]
 [515.36454344 238.26074862]
 [525.19017196 239.54959917]
 [534.8907671  240.04016757]
 [542.61135268 237.65562439]
 [548.79470229 234.484025  ]
 [476.52113438 203.59150755]
 [486.27683401 198.22521663]
 [494.75158226 196.89444053]
 [503.390993   201.09890318]
 [495.49963987 202.34208107]
 [486.98194087 203.42859304]
 [541.44501352 196.94795597]
 [548.96456766 191.0883081 ]
 [556.81227803 190.2856791 ]
 [564.67129636 193.72092915]
 [557.6863327  195.71263623]
 [549.96984792 196.60186386]
 [490.91891861 262.69663405]
 [507.72184229 257.21496201]
 [524.2651751  253.50300026]
 [533.18095922 254.30343533]
 [541.42244887 252.00502944]
 [552.43909311 252.92350602]
 [561.04593325 255.9073298 ]
 [554.67348552 268.36825514]
 [545.77047539 276.55979705]
 [536.18864965 279.23513818]
 [525.61171365 279.67289853]
 [508.05766702 274.57915187]
 [494.12286305 262.9871552 ]
 [524.18310785 259.34784937]
 [533.55846858 259.2659359 ]
 [542.12800169 257.30862427]
 [558.20801592 257.01898479]
 [544.15164375 268.62574434]
 [535.1307869  271.24768281]
 [525.21337223 271.70474768]]","[2.0349685e-02 7.2282869e-01 6.2054172e-03 8.6840463e-01 8.0575418e-01
 6.9039488e-01 9.4748592e-01 9.2230445e-01 1.5987630e-01 2.3683058e-03
 4.0407139e-03 5.8353344e-05]",0.0
