frame,time,face_box,face_prob,face_landmarks,face_aus,face_id
0,0.0,[812.9724  162.14743 971.6018  359.86102],0.995841920375824,"[[800.11594179 226.29483962]
 [801.31402387 247.74789813]
 [806.11253825 269.60541332]
 [813.44605488 290.86557877]
 [822.34031069 311.50968409]
 [834.99379532 330.21620661]
 [850.37877703 345.75529158]
 [867.97399715 358.34828758]
 [889.18600622 360.58235657]
 [911.9683516  355.12276638]
 [934.24344409 341.71394664]
 [953.83089823 324.83825457]
 [968.7150678  304.14252061]
 [976.69205272 279.86381531]
 [978.27157062 253.44651702]
 [976.05244946 226.98494446]
 [971.93080974 201.10692364]
 [799.16339606 198.35175252]
 [805.10343154 189.33781159]
 [816.33205083 186.425822  ]
 [828.6213201  188.02870372]
 [840.2478386  193.05265513]
 [869.24982816 189.07934673]
 [883.19513616 180.76998175]
 [899.34816945 176.42959195]
 [916.32107365 178.01402795]
 [930.57319927 185.62159337]
 [857.8871423  216.59837022]
 [858.96355695 235.16741937]
 [859.8302978  253.19103774]
 [860.70994297 271.27876216]
 [851.85440579 281.5216471 ]
 [859.14970469 285.00626785]
 [867.35788009 286.63539934]
 [876.10564601 282.88879877]
 [884.34212893 278.62311113]
 [815.62125611 219.11492249]
 [822.09650336 211.67301986]
 [833.36744164 211.59635672]
 [843.77338943 220.47045061]
 [833.79332107 224.02975929]
 [822.95579591 224.50994557]
 [884.75819778 216.15502414]
 [892.80691636 205.25124411]
 [904.77919596 203.65550047]
 [916.0959568  209.52449106]
 [907.418621   215.70442614]
 [895.86615574 217.63653299]
 [848.31567457 311.15048075]
 [855.30374601 305.40184981]
 [864.09312794 301.76558769]
 [871.50008589 303.29819012]
 [879.65196499 299.75661278]
 [893.96707529 300.50557542]
 [908.76306063 302.08895266]
 [896.96013665 312.66942179]
 [884.44902927 319.16353172]
 [875.2547296  321.38025075]
 [866.94008648 321.33120638]
 [857.69740844 318.10208768]
 [852.19304305 311.17475247]
 [865.40229842 309.56022727]
 [872.80073509 309.64342511]
 [881.36930349 307.48222822]
 [904.22612619 303.45024133]
 [881.64892927 308.11824536]
 [873.12908646 310.212991  ]
 [865.62330547 310.32339776]]","[1.9632620e-01 8.4761393e-01 2.3961011e-02 7.0347542e-01 9.6521854e-01
 5.9191294e-02 8.0636305e-01 8.9255100e-01 5.4056302e-02 3.0964124e-04
 2.6762905e-03 1.3142161e-05]",1.0
0,0.0,[665.483   318.977   733.7843  401.59705],0.7789114117622375,"[[663.48038451 344.78563064]
 [663.56165502 353.00744978]
 [664.50921915 361.29795069]
 [666.14065375 369.54267776]
 [668.80969435 377.1888597 ]
 [673.23059209 383.95916718]
 [679.3318187  389.43302512]
 [686.00951487 394.05012453]
 [693.91883761 396.16545695]
 [702.37127721 395.45247352]
 [711.01061654 392.61090416]
 [719.40790492 388.22774231]
 [726.17685688 381.88959622]
 [730.60367268 373.9083513 ]
 [732.96386111 364.79846537]
 [734.2341994  355.3919462 ]
 [734.91679227 345.99172974]
 [668.01156615 336.8714745 ]
 [672.12638523 335.31111735]
 [676.95241293 335.46786521]
 [681.89658809 336.72564384]
 [686.55660927 338.72873947]
 [700.20990133 339.15194893]
 [705.57400596 337.55375817]
 [711.38612276 336.75600225]
 [717.2202397  337.38359478]
 [722.44094521 339.56444031]
 [693.93388695 344.45327377]
 [693.78771245 349.03830552]
 [693.58550367 353.46418136]
 [693.37650982 358.07559398]
 [688.94634229 363.23551589]
 [691.16327506 364.28260255]
 [693.53242531 364.94575793]
 [696.33009583 364.77481782]
 [699.16725478 364.31314647]
 [674.5541015  344.11148262]
 [678.13153008 342.73058957]
 [682.02558348 342.82242912]
 [685.68130127 345.03533736]
 [681.99064893 345.85197669]
 [678.12029007 345.74049681]
 [703.97798949 346.12385917]
 [707.45997202 344.30134571]
 [711.50978261 344.56976515]
 [715.61160296 346.35816777]
 [711.65566027 347.54890585]
 [707.69472587 347.38003367]
 [683.69490734 373.43749303]
 [687.0995332  371.7272312 ]
 [690.75386825 370.79077846]
 [693.07989141 371.76855505]
 [695.68386725 371.41684973]
 [700.10180533 373.25888479]
 [704.55431682 375.74480098]
 [700.20769489 378.58712232]
 [695.83366308 379.71972603]
 [692.8951264  379.64270329]
 [690.20432004 378.91025269]
 [686.84097102 376.83513594]
 [685.17050683 373.62268102]
 [690.65788791 373.22578812]
 [693.02193514 373.77942765]
 [695.65072605 373.89492464]
 [703.00187021 375.63859481]
 [695.69944593 376.00759548]
 [692.99969754 375.82762676]
 [690.50393891 375.26531976]]","[7.9391813e-01 9.3419820e-01 4.0605269e-02 6.3905507e-02 8.7055558e-01
 2.1520209e-01 8.6601311e-01 7.5167668e-01 6.4329073e-02 1.3344310e-03
 1.0863705e-02 3.7495830e-04]",3.0
0,0.0,[632.7801  388.341   669.7997  431.71118],0.956691324710846,"[[634.48514225 407.00972322]
 [635.71393529 411.33507895]
 [637.19680393 415.54260123]
 [638.68705468 419.54419422]
 [640.71463639 423.13677984]
 [643.70849127 426.09774548]
 [647.77338171 428.33806592]
 [652.19066882 430.01626241]
 [656.58569092 430.37078339]
 [660.28166765 429.28709853]
 [663.22718108 426.70949298]
 [665.7578882  423.16521126]
 [667.42929602 418.82129329]
 [668.0770629  414.23631984]
 [668.31719035 409.66358128]
 [668.40297276 405.02312231]
 [668.11230713 400.58139357]
 [638.83338729 405.22574711]
 [641.07936049 404.13847345]
 [643.65859145 403.62017947]
 [646.52999276 403.59362695]
 [649.45888722 403.88630557]
 [658.07956064 401.99935007]
 [659.95094591 400.36655667]
 [661.96147346 399.02703869]
 [664.20371705 398.15194654]
 [666.57511973 398.27286723]
 [655.68239534 405.79095292]
 [656.72808671 408.55800155]
 [657.7705031  411.2531482 ]
 [658.76041794 413.97223222]
 [655.69046879 415.93629855]
 [656.9328841  416.31603765]
 [658.10392046 416.40858459]
 [658.95272696 415.79355407]
 [659.56049943 414.83642656]
 [643.97083277 408.24923235]
 [645.61290258 407.21003461]
 [647.840103   406.55051965]
 [650.20008349 406.9144659 ]
 [648.45367977 408.40961772]
 [646.28315979 408.99451095]
 [659.20290464 405.29058146]
 [660.37312025 403.88882819]
 [662.2904169  403.14978975]
 [664.30546129 403.27254105]
 [663.15155888 404.88139975]
 [661.28458047 405.53404289]
 [650.8803212  420.06416726]
 [653.70478117 419.90854013]
 [655.81078196 419.78762883]
 [656.82227784 419.9392246 ]
 [657.64403963 419.59105241]
 [658.63713825 419.29543811]
 [659.86689353 418.95636934]
 [659.05342245 420.76870042]
 [658.01174903 421.75112116]
 [656.98244059 422.07198846]
 [655.80474967 422.08267975]
 [653.54163849 421.52603018]
 [651.77386159 420.28618175]
 [655.75272018 420.10349113]
 [656.81679809 420.14341044]
 [657.65417838 419.90267414]
 [659.25915056 419.26061231]
 [657.71435106 420.83967167]
 [656.818968   421.10486436]
 [655.70714945 421.16399634]]","[4.6124014e-01 9.8382205e-01 4.1040736e-03 2.7730897e-01 7.9558790e-01
 6.8893564e-01 9.9804080e-01 1.1031753e-01 3.6475152e-01 1.9864694e-03
 2.3339991e-03 8.7726612e-06]",0.0
1,0.04,[813.28143 162.728   971.37195 359.7695 ],0.9958118200302124,"[[800.85812417 226.53065896]
 [801.79080185 247.71686411]
 [806.34822619 269.31180692]
 [813.45221457 290.38202262]
 [822.07155716 310.93050098]
 [834.41103306 329.62049818]
 [849.57593691 345.20046747]
 [867.09513378 357.87313557]
 [888.26304924 360.27901626]
 [911.03316379 355.19165254]
 [933.40541255 342.28971219]
 [953.12805784 325.83830452]
 [968.19831681 305.38176155]
 [976.34621871 281.21958113]
 [978.09850645 254.86406541]
 [976.05476153 228.42578745]
 [972.04240096 202.57874763]
 [799.84348831 198.17321545]
 [805.93728301 189.60200927]
 [817.09359747 187.04997389]
 [829.17236608 188.86600232]
 [840.57676059 193.99841076]
 [869.43072093 189.98151174]
 [883.22960329 181.6760864 ]
 [899.26230741 177.28375337]
 [916.16407168 178.69927591]
 [930.56394291 186.00019692]
 [858.15484685 217.07640922]
 [859.19836116 235.56789255]
 [860.02890539 253.55512416]
 [860.85390043 271.58573008]
 [851.98239517 281.83856523]
 [859.23717153 285.33923364]
 [867.38266122 286.99737763]
 [876.10172224 283.34460473]
 [884.34412462 279.16925645]
 [815.89840335 219.31728071]
 [822.37705153 212.05334535]
 [833.58346161 212.00526839]
 [844.00507432 220.77571607]
 [834.01290682 224.23298752]
 [823.25420898 224.68443131]
 [885.17513317 216.68050832]
 [893.1614573  205.9123089 ]
 [905.04709136 204.30697283]
 [916.40670729 210.08007801]
 [907.72963893 216.12964904]
 [896.26978648 218.06623793]
 [847.90482026 311.40420949]
 [854.97857404 305.6787113 ]
 [863.90347612 302.07220054]
 [871.36852157 303.67215729]
 [879.60746419 300.19550896]
 [894.10547686 301.08467078]
 [909.02205718 302.84971035]
 [897.091452   313.33699322]
 [884.3987332  319.72599363]
 [875.12183678 321.8643806 ]
 [866.72631067 321.75186789]
 [857.37038922 318.47722149]
 [851.76977617 311.48565805]
 [865.15282017 309.93001556]
 [872.63216895 310.07174647]
 [881.28711414 307.99221492]
 [904.55695045 304.1915164 ]
 [881.61410314 308.68857062]
 [873.00539178 310.68873739]
 [865.42603296 310.74710584]]","[1.9059549e-01 8.3693558e-01 2.1117512e-02 7.0975512e-01 9.6265370e-01
 5.2536789e-02 7.8644007e-01 8.9844674e-01 5.3822774e-02 3.0703447e-04
 2.5590002e-03 1.2762613e-05]",1.0
1,0.04,[665.8009  319.836   733.4865  401.16522],0.8094027638435364,"[[662.81511576 344.34499538]
 [662.80650507 352.57616544]
 [663.67861629 360.84089363]
 [665.31996858 368.99768937]
 [668.05114999 376.52407026]
 [672.58011928 383.1548264 ]
 [678.72983605 388.57542729]
 [685.34119093 393.29507089]
 [693.12464392 395.59301102]
 [701.35384917 395.18076801]
 [709.82278049 392.67902553]
 [718.10357904 388.64992869]
 [724.83960879 382.58255422]
 [729.33556736 374.77462912]
 [731.83718276 365.78969145]
 [733.31222045 356.49876189]
 [734.18176019 347.18739247]
 [668.05870681 336.48415977]
 [672.25956973 334.84731382]
 [677.16458583 334.97113457]
 [682.18584448 336.27686524]
 [686.8866269  338.40453184]
 [700.59830248 339.08988431]
 [706.02742732 337.59340602]
 [711.88205516 337.02782983]
 [717.66375542 337.9776212 ]
 [722.66448867 340.48373318]
 [694.23421276 344.67342615]
 [693.9865908  349.55094838]
 [693.70100701 354.24901819]
 [693.42789632 359.09451699]
 [688.83011478 363.70749891]
 [691.04777151 364.91207254]
 [693.44702142 365.69547844]
 [696.26228267 365.54384124]
 [699.10056198 365.09316719]
 [674.66699535 343.65263534]
 [678.32713604 342.13311577]
 [682.36870354 342.35983354]
 [686.00253928 345.02796149]
 [682.2230854  345.76624525]
 [678.20389691 345.53028262]
 [704.01644683 346.56571662]
 [707.5594151  344.44893956]
 [711.71049619 344.74207711]
 [715.73692441 346.88512981]
 [711.86724091 348.12427819]
 [707.80640411 347.91251397]
 [683.72727752 373.27956212]
 [687.23214954 371.96257412]
 [690.8572365  371.24118674]
 [693.13913804 372.26825809]
 [695.74274993 372.00830722]
 [700.13908005 373.79886758]
 [704.59502888 376.09574223]
 [700.25953448 378.65158534]
 [695.91743207 379.61314845]
 [692.99504972 379.4589746 ]
 [690.33771598 378.6596694 ]
 [687.00243324 376.58621585]
 [685.1791774  373.57245529]
 [690.69579971 373.48094022]
 [693.0385614  374.11484969]
 [695.66661119 374.30384266]
 [703.1177429  376.01319587]
 [695.798962   376.12795138]
 [693.11813855 375.86554205]
 [690.66679925 375.22419858]]","[7.5788981e-01 9.1735446e-01 2.6747946e-02 8.3466195e-02 8.7065464e-01
 2.2519876e-01 8.8000768e-01 7.6206017e-01 5.7294618e-02 1.1281237e-03
 8.5015642e-03 2.7814807e-04]",0.0
1,0.04,[632.7227  388.37006 669.3725  431.16013],0.9245980381965637,"[[633.88439107 404.94822693]
 [634.78032801 409.26971358]
 [635.89235577 413.43721998]
 [636.94303404 417.43272167]
 [638.63005902 421.05336052]
 [641.34766045 424.11311996]
 [645.22207382 426.53929335]
 [649.46130115 428.49101615]
 [653.70812315 429.1532321 ]
 [657.36015189 428.3321811 ]
 [660.44654834 426.10948277]
 [663.30444205 422.96250057]
 [665.30420321 418.9448626 ]
 [666.25722426 414.56470263]
 [666.79069149 410.15460384]
 [667.29275006 405.67696166]
 [667.4799763  401.30451438]
 [638.33602387 403.86117321]
 [640.67380103 402.82605511]
 [643.34502506 402.41140169]
 [646.24567318 402.5483821 ]
 [649.15958482 403.04965076]
 [657.8859936  401.6266222 ]
 [659.90004289 400.15533668]
 [662.02787685 399.01892495]
 [664.31834924 398.43149838]
 [666.53333622 398.84439227]
 [655.05616385 405.37376207]
 [655.81941593 407.92135102]
 [656.59061003 410.40615213]
 [657.30702269 412.9302181 ]
 [654.26801014 414.79848665]
 [655.366018   415.16157997]
 [656.32799494 415.32942188]
 [657.07410502 414.93289483]
 [657.65059757 414.23222673]
 [643.35277531 407.07086143]
 [645.11650476 406.11514342]
 [647.37476113 405.61397535]
 [649.56857342 406.21350271]
 [647.81072739 407.5592528 ]
 [645.5984776  407.98141372]
 [658.49097121 405.15190718]
 [659.85477257 403.78356349]
 [661.81502748 403.1973694 ]
 [663.67150235 403.5160346 ]
 [662.45788592 405.06691736]
 [660.55353898 405.55804592]
 [649.13941461 418.6173166 ]
 [651.84384036 418.70842856]
 [653.86310118 418.69727325]
 [654.76849961 418.93556875]
 [655.54465848 418.7150563 ]
 [656.41581851 418.64013952]
 [657.55312878 418.46586567]
 [656.70890617 420.08037043]
 [655.68340915 420.86346817]
 [654.75063878 421.04288113]
 [653.69079608 420.93479079]
 [651.59606326 420.26485813]
 [650.01446116 418.8709892 ]
 [653.68472624 418.96535468]
 [654.64851904 419.11086988]
 [655.3989448  419.00677335]
 [656.96838844 418.67460591]
 [655.56490916 420.01237911]
 [654.75580204 420.13350499]
 [653.74503571 420.08079422]]","[4.9812219e-01 9.8707992e-01 4.8945704e-03 3.2089484e-01 8.2156199e-01
 6.3344383e-01 9.9677843e-01 7.5964957e-02 5.0839013e-01 4.2161676e-03
 1.9835257e-03 1.6524698e-05]",0.0
1,0.04,[190.25131  93.5682  222.34248 128.64143],0.9301349520683289,"[[194.49329895 108.41870958]
 [194.41598687 111.26382372]
 [194.46471009 114.29530418]
 [194.52378525 117.06504029]
 [195.16952135 119.41614026]
 [196.62959309 121.63420212]
 [199.1197803  123.65826607]
 [201.96832669 125.48817867]
 [205.06307644 126.47783422]
 [208.16741973 126.19095767]
 [211.35717046 125.1492036 ]
 [214.53737646 123.37609214]
 [217.25853115 120.53914541]
 [219.04261696 117.0298624 ]
 [220.01977324 113.35459965]
 [220.40777838 109.50834072]
 [220.57631516 105.8206926 ]
 [196.31449902 107.29414114]
 [198.06220049 107.40686357]
 [199.70573166 107.58006114]
 [201.54594564 107.98378393]
 [203.30452034 108.62303793]
 [209.54954594 108.10616499]
 [210.90330297 107.08543909]
 [212.3898145  106.25299844]
 [213.95447844 105.66089857]
 [216.00084907 105.31875044]
 [207.2039901  110.63006154]
 [207.64663219 112.00794655]
 [208.07357872 113.29965353]
 [208.4100014  114.64664137]
 [206.82363284 115.95379519]
 [207.31976587 116.40948981]
 [207.78079307 116.51798034]
 [208.29516476 116.30275667]
 [208.75551552 115.72838986]
 [199.68453497 110.56578571]
 [200.86198181 110.35684538]
 [202.23405305 110.05833545]
 [203.8005476  110.35496944]
 [202.59057173 111.23204321]
 [201.18211383 111.40265468]
 [210.16028547 110.1390391 ]
 [211.11951923 109.59560782]
 [212.44225007 109.25615156]
 [213.90713137 109.2335113 ]
 [212.84761286 110.26775929]
 [211.56897932 110.5523752 ]
 [203.08278319 117.8844133 ]
 [204.86312062 118.02866983]
 [206.25526345 118.27554035]
 [206.75019467 118.45450521]
 [207.1294896  118.48818141]
 [207.85537028 118.48453879]
 [208.81018269 118.55641252]
 [207.77364731 119.75185627]
 [206.75686854 120.18642044]
 [206.24256891 120.19398928]
 [205.74039662 120.06109065]
 [204.37408686 119.47468716]
 [203.7843104  118.09289569]
 [206.01640692 118.36717999]
 [206.49630857 118.52827811]
 [206.86922252 118.62654746]
 [208.32709289 118.56154054]
 [206.79644918 119.93117911]
 [206.40335438 119.8579641 ]
 [205.88893968 119.83502048]]","[0.8052821  0.98434347 0.03737026 0.9136714  0.87713313 0.9270476
 0.9676526  0.55100065 0.74511075 0.03926866 0.12310167 0.00577368]",0.0
2,0.08,[794.77576 137.08058 976.278   360.53806],0.9983392953872681,"[[805.73166068 223.49571323]
 [806.03124313 244.98810592]
 [809.59112865 266.64458007]
 [815.89256138 288.09892857]
 [824.03423223 308.75154924]
 [835.499277   327.45923686]
 [848.53809395 343.82794791]
 [862.97656357 358.10555375]
 [882.62841138 362.61396909]
 [904.99399936 359.56147969]
 [927.82759804 348.57796896]
 [948.74247491 333.84576482]
 [965.33604413 314.82277191]
 [975.46318543 291.49625009]
 [979.68031377 265.18220574]
 [981.17327225 238.09612355]
 [980.62784827 210.92214617]
 [804.14319034 197.17479625]
 [810.07771435 187.93731061]
 [821.38403609 185.35022122]
 [833.75549057 187.52703518]
 [845.40515634 193.34553063]
 [875.49404663 190.68566844]
 [891.64229852 183.48546878]
 [909.5826149  180.9100263 ]
 [927.73048061 185.00584596]
 [941.94732279 195.28108481]
 [861.99977636 217.74986658]
 [861.01366901 236.94994867]
 [859.72192243 255.63573265]
 [858.54463473 274.2915982 ]
 [849.96455833 282.86158431]
 [856.66201216 286.91809034]
 [864.50434858 289.3586486 ]
 [873.93728304 286.38609833]
 [883.2528477  283.05594969]
 [820.09246573 216.89008367]
 [827.1210717  209.57069325]
 [838.74081904 210.44364053]
 [848.47061431 220.81200898]
 [838.07236007 223.47409678]
 [826.80104759 223.11819535]
 [890.37706995 220.01984277]
 [899.60684103 208.91479167]
 [912.41121209 208.22508827]
 [923.8686924  215.45666835]
 [914.24746239 221.43431759]
 [901.8014468  222.46578556]
 [848.54608917 312.07192087]
 [854.10503048 308.07188392]
 [861.65251631 305.57238948]
 [868.71803734 307.70424747]
 [877.25809848 305.01179743]
 [892.77262002 307.01348674]
 [909.2524026  309.32523388]
 [895.98338211 319.32761061]
 [882.19961315 324.63536501]
 [872.63617715 325.74815577]
 [864.58080897 324.70880353]
 [856.62563229 320.23722494]
 [852.24313673 312.89677936]
 [862.5954299  312.55424464]
 [869.7908977  313.39672524]
 [878.66528949 312.04976922]
 [904.72187477 310.36961168]
 [880.12647596 313.76681572]
 [871.31739694 314.89614516]
 [864.05796739 313.90973759]]","[2.3440069e-01 8.9727449e-01 9.0257553e-03 7.8909492e-01 9.7283524e-01
 2.6207602e-02 7.4840987e-01 9.2974824e-01 7.7851564e-02 2.1394575e-04
 1.0207092e-03 6.7696260e-06]",1.0
2,0.08,[665.4974  318.53574 732.8388  400.23813],0.8887375593185425,"[[663.2330412  344.1318959 ]
 [663.31300996 352.29947609]
 [664.25968733 360.51453424]
 [665.95235007 368.63513255]
 [668.67776352 376.1940403 ]
 [673.05223882 382.96258712]
 [678.89771223 388.61851037]
 [685.31002772 393.42600334]
 [693.02673346 395.59851348]
 [701.30626857 394.86588955]
 [709.72931528 391.98062348]
 [717.92174637 387.57079875]
 [724.5723021  381.29983699]
 [728.99569964 373.35920429]
 [731.4228723  364.27601647]
 [732.86230397 354.88547802]
 [733.7136277  345.50292343]
 [668.0130568  337.19656771]
 [672.00807193 335.36059439]
 [676.80886769 335.31488207]
 [681.74301744 336.42756063]
 [686.35854822 338.30961651]
 [699.72613811 338.55290318]
 [705.18240368 336.96325904]
 [711.00535512 336.24510479]
 [716.7983408  336.97241348]
 [721.83974361 339.33382863]
 [693.24061644 344.00569856]
 [692.96739334 348.66267359]
 [692.63833451 353.15132767]
 [692.30289251 357.80905294]
 [687.98045284 362.82586145]
 [690.19814622 363.85725832]
 [692.60198557 364.52972102]
 [695.48808986 364.28452575]
 [698.36582661 363.77217531]
 [674.32915354 343.86151493]
 [677.90916967 342.29139179]
 [681.82722557 342.35357648]
 [685.35370314 344.71637237]
 [681.74358684 345.56571907]
 [677.86278898 345.47983694]
 [703.20152581 345.52302849]
 [706.71733379 343.44457495]
 [710.80370331 343.66855812]
 [714.83123612 345.58293313]
 [710.95637178 346.86397052]
 [706.95172262 346.72869205]
 [683.57704794 373.08629644]
 [686.61535883 371.21202159]
 [690.05166298 370.16641164]
 [692.35646528 371.14898157]
 [694.95643103 370.76536024]
 [699.39394879 372.6815021 ]
 [703.79494166 375.2793442 ]
 [699.55694962 378.410133  ]
 [695.18351781 379.74897337]
 [692.20864528 379.70964789]
 [689.50435656 378.96422338]
 [686.34346026 376.69536924]
 [685.0725866  373.24829042]
 [689.98470801 372.73467898]
 [692.32151419 373.27855921]
 [694.93981814 373.37069011]
 [702.24750912 375.17947137]
 [695.01587868 375.73890877]
 [692.29889446 375.57798517]
 [689.80134308 374.97816658]]","[7.7812123e-01 9.2481828e-01 5.2843850e-02 8.1980653e-02 9.2197084e-01
 3.2145622e-01 8.9787078e-01 6.7864746e-01 4.6445414e-02 1.5123666e-03
 1.2417796e-02 5.2048772e-04]",0.0
3,0.12,[803.95514 146.2974  987.6495  373.17435],0.9992064833641052,"[[818.96132973 222.03823578]
 [818.86568987 244.18444404]
 [821.86628576 266.53152168]
 [827.21818888 288.66179764]
 [834.63459824 310.23178911]
 [845.71872127 330.21425515]
 [858.35014382 348.26882827]
 [872.5842008  364.33994633]
 [892.59553465 370.02734637]
 [915.73062515 367.58126867]
 [939.24082595 356.31810659]
 [960.406892   341.11106014]
 [977.33297938 321.83164352]
 [987.99665523 298.30823058]
 [992.60936654 271.72172093]
 [994.6649549  244.41435248]
 [994.96882105 216.99008355]
 [818.57604687 199.65963605]
 [824.83483593 189.59938835]
 [836.8881119  186.91288386]
 [849.91206884 189.42104745]
 [861.94943887 195.92106023]
 [890.98661029 195.24048661]
 [907.89162147 188.65312943]
 [926.295941   187.17169634]
 [944.38564551 192.43043277]
 [957.84114099 203.92914116]
 [877.2752102  221.63325655]
 [875.96628582 241.5099991 ]
 [874.39953363 260.83804905]
 [872.94968849 280.17748016]
 [862.32095304 286.17736125]
 [869.34649435 291.13761914]
 [877.79987592 294.46420789]
 [887.83056754 291.41278213]
 [897.47316724 288.0426842 ]
 [834.94970064 218.05886436]
 [842.35837767 211.38325387]
 [853.89523399 212.77442154]
 [863.19396886 223.35900235]
 [852.82267922 225.2713384 ]
 [841.6044358  224.44894499]
 [904.93651396 224.633724  ]
 [914.58176136 214.30717519]
 [927.17425221 214.21617869]
 [938.01363772 221.69232261]
 [928.48845881 226.88756698]
 [916.17383134 227.34507865]
 [860.16026688 313.34880137]
 [866.53074664 310.50286859]
 [874.57214773 309.24160278]
 [881.96754345 311.96528041]
 [891.13663334 309.61986792]
 [906.64572811 311.89920652]
 [922.72684419 314.29580784]
 [908.87615675 325.3405019 ]
 [894.32690516 330.68932593]
 [884.05466709 331.42645293]
 [875.56564698 329.68881226]
 [867.60575151 323.61507225]
 [864.13513985 314.45864785]
 [875.01657239 316.14345312]
 [882.57802224 317.61546779]
 [892.04563019 316.61645579]
 [917.99950469 315.28310937]
 [892.85172907 319.47419125]
 [883.35975176 320.27166206]
 [875.63228729 318.60153109]]","[1.43729508e-01 9.20638382e-01 1.16492035e-02 7.81040132e-01
 9.54602063e-01 6.31236508e-02 8.54171634e-01 9.53065813e-01
 1.02043778e-01 3.97465134e-04 2.56692548e-03 1.43312300e-05]",1.0
