frame,time,face_box,face_prob,face_landmarks,face_aus,face_id
0,0.0,[732.3227  461.44263 750.82245 485.13577],0.9630433320999146,"[[732.17845989 470.2882854 ]
 [732.42545977 472.58373317]
 [732.86584885 474.85464787]
 [733.37974048 477.01409757]
 [734.20691858 478.92005426]
 [735.44292304 480.5182355 ]
 [736.99241722 481.86649632]
 [738.59179252 482.98847389]
 [740.38189387 483.53916305]
 [742.19104946 483.33070159]
 [743.9810617  482.43822616]
 [745.87957162 481.21607643]
 [747.58435321 479.56262708]
 [748.85802984 477.55493677]
 [749.7574023  475.29884911]
 [750.41740757 472.91914815]
 [750.8420912  470.47391373]
 [733.18520263 468.95326138]
 [734.4191898  468.70465633]
 [735.73093548 468.81469834]
 [737.14079937 469.12181574]
 [738.53901124 469.62614357]
 [743.35735667 469.75658536]
 [744.70563257 469.33868223]
 [746.1427117  469.05959439]
 [747.64560807 469.06483057]
 [749.05201727 469.50575054]
 [741.33215782 471.50684267]
 [741.40851802 473.10694936]
 [741.47989154 474.64344597]
 [741.5502643  476.16871965]
 [739.94835898 476.89253104]
 [740.55741861 477.25439286]
 [741.17509234 477.48259127]
 [741.87573266 477.39057463]
 [742.55855256 477.15759587]
 [735.0795282  471.00866336]
 [736.24592692 470.69233963]
 [737.44730261 470.73235571]
 [738.56073189 471.41144949]
 [737.41937929 471.71429926]
 [736.19412035 471.64823389]
 [743.90893966 471.75140765]
 [744.90334064 471.16003752]
 [746.09453118 471.17043996]
 [747.28008181 471.59167165]
 [746.18850958 472.14959645]
 [745.01757419 472.16367909]
 [737.79626352 478.83567357]
 [739.08062774 478.92300993]
 [740.11105272 478.96551764]
 [740.64846259 479.19725162]
 [741.18021405 479.14134604]
 [741.98776454 479.34189188]
 [742.83038145 479.49077511]
 [741.99184984 480.39791787]
 [741.08868065 480.86922741]
 [740.41854644 480.8759709 ]
 [739.73225883 480.6725105 ]
 [738.76164925 479.98549151]
 [738.20450449 479.01951492]
 [739.97992    479.3121624 ]
 [740.56453979 479.5008691 ]
 [741.11089209 479.49545813]
 [742.4620983  479.51831937]
 [741.13601601 480.02065802]
 [740.55402425 480.02056479]
 [739.92557451 479.85929132]]","[1.79672971e-01 9.77516890e-01 6.75527053e-03 8.74721050e-01
 9.12155747e-01 3.75722945e-01 8.99105549e-01 9.41779017e-01
 2.37373397e-01 7.28407176e-04 1.06223701e-02 1.11757545e-05]",1.0
0,0.0,[533.0009  472.61234 550.01044 494.67535],0.9970796704292297,"[[532.62342204 481.55406344]
 [533.26696817 483.89594197]
 [534.1263262  486.19860482]
 [535.17329015 488.37507528]
 [536.59977505 490.29920977]
 [538.43007541 491.86524236]
 [540.49944061 493.16027117]
 [542.75393939 494.0670259 ]
 [544.99830568 494.07272613]
 [546.97744852 493.30698764]
 [548.51098704 491.71062893]
 [549.85633409 489.79051113]
 [550.94133806 487.57629699]
 [551.53547132 485.12150532]
 [551.73750281 482.60034177]
 [551.68959785 480.05592293]
 [551.38632905 477.58243841]
 [534.4262079  481.06394124]
 [535.76767594 480.60771   ]
 [537.27569798 480.5956524 ]
 [538.75736803 480.77221873]
 [540.21944714 481.01166221]
 [544.00187308 480.15252268]
 [545.14668816 479.28339085]
 [546.39721537 478.4223187 ]
 [547.85320497 477.74472725]
 [549.45527267 477.6353026 ]
 [542.55612987 481.94975132]
 [542.96028799 483.751073  ]
 [543.35716498 485.49722111]
 [543.75759178 487.21906626]
 [541.92885667 488.11744964]
 [542.8968457  488.3542583 ]
 [543.95137084 488.40992379]
 [544.91008228 487.91175067]
 [545.71443188 487.27715629]
 [536.388394   482.63341224]
 [537.55380139 482.15530634]
 [538.78157648 481.93730006]
 [539.97750589 482.33028176]
 [538.9117355  482.87704703]
 [537.69546226 483.06860369]
 [545.14204311 481.25646734]
 [545.95490801 480.37373143]
 [547.10591274 479.99775279]
 [548.38376451 480.02922234]
 [547.51436669 480.89680833]
 [546.37561858 481.27796587]
 [541.15254635 490.65101814]
 [542.36443427 490.24089569]
 [543.42030936 489.84995675]
 [544.20750821 489.93979484]
 [544.9113853  489.56509292]
 [545.99804026 489.48891336]
 [547.08488297 489.38745701]
 [546.38869256 490.63469851]
 [545.49005634 491.52557421]
 [544.59221119 491.84434527]
 [543.65793788 491.89878911]
 [542.43984842 491.46935546]
 [541.62786597 490.69101238]
 [543.49802727 490.48660517]
 [544.32220125 490.46556163]
 [545.09190261 490.17306244]
 [546.73378932 489.58504498]
 [545.13203704 490.42067951]
 [544.33560443 490.70931971]
 [543.48574561 490.74227691]]","[3.5733819e-01 9.5948005e-01 2.7258171e-02 7.8707492e-01 9.1845846e-01
 6.3532448e-01 6.5907222e-01 9.8882854e-01 1.9682527e-01 1.0258340e-02
 2.3332521e-02 2.8966824e-04]",0.0
0,0.0,[906.50354 433.83118 922.6933  453.87997],0.9291768670082092,"[[906.7229479  441.02232146]
 [906.88693726 443.05394936]
 [907.18235457 445.01956987]
 [907.58406961 446.90981674]
 [908.39227402 448.55779457]
 [909.71766913 449.89226985]
 [911.44169056 450.94210911]
 [913.18338537 451.81965756]
 [914.92499971 452.24083948]
 [916.60142088 452.00444865]
 [918.26169753 451.35967422]
 [920.0287261  450.46124744]
 [921.51118779 449.12870097]
 [922.48577261 447.39288378]
 [923.08409476 445.43551731]
 [923.53332186 443.42549491]
 [923.85434651 441.33980322]
 [908.5148465  440.30011702]
 [909.55129647 439.71907783]
 [910.84053838 439.49621367]
 [912.2532227  439.62230253]
 [913.61008966 440.00832903]
 [917.63375902 439.96889758]
 [918.84854102 439.57720745]
 [920.16422772 439.39090061]
 [921.47020841 439.58318162]
 [922.49253893 440.22196162]
 [915.87028766 441.74925554]
 [915.94872379 442.91124511]
 [916.03193069 444.00667715]
 [916.11696744 445.12122917]
 [914.60173988 446.12420249]
 [915.21859789 446.34102154]
 [915.80440307 446.47910881]
 [916.41484284 446.43958497]
 [917.00007343 446.28495502]
 [910.39819086 441.83473158]
 [911.45550752 441.42236876]
 [912.51260304 441.39309394]
 [913.46033478 442.0267235 ]
 [912.54241192 442.30804253]
 [911.47028351 442.3038708 ]
 [917.90954614 442.08163786]
 [918.81010318 441.42093289]
 [919.84365368 441.37508082]
 [920.82519197 441.81748259]
 [919.95498443 442.29461598]
 [918.9291122  442.35086489]
 [912.605932   447.7077167 ]
 [913.8497498  447.79949355]
 [914.88571668 447.82941031]
 [915.42246246 448.02659321]
 [915.93564892 447.98674393]
 [916.76169181 448.16981125]
 [917.6510551  448.30326724]
 [916.70609975 449.06247067]
 [915.78823471 449.4318037 ]
 [915.14737749 449.43822432]
 [914.49504042 449.27199888]
 [913.54016626 448.68714738]
 [912.95549655 447.82125521]
 [914.78589678 448.12981296]
 [915.35831356 448.28746247]
 [915.89071417 448.28218746]
 [917.35783243 448.33804893]
 [915.81090236 448.80131888]
 [915.23466015 448.78176498]
 [914.62082171 448.64046383]]","[0.05677886 0.8117842  0.00503858 0.4844137  0.44820526 0.649087
 0.890893   0.94245154 0.05551602 0.01953486 0.03672457 0.00192757]",1.0
0,0.0,[360.22202 420.00797 373.38513 436.57632],0.906731367111206,"[[359.5889039  425.42032051]
 [359.74989438 427.14053917]
 [360.0235281  428.81938934]
 [360.38165712 430.43044853]
 [360.99556744 431.85259342]
 [361.96918917 433.00971222]
 [363.24984884 433.93094444]
 [364.57955456 434.69371223]
 [366.02434921 435.05686474]
 [367.40951633 434.90466118]
 [368.80831623 434.34728527]
 [370.31123447 433.57238197]
 [371.58243942 432.44654751]
 [372.46271801 430.99869728]
 [373.09714985 429.36288071]
 [373.6617403  427.67649555]
 [374.09546375 425.91659164]
 [361.16872144 424.80909872]
 [362.18391681 424.44649696]
 [363.25094604 424.37407875]
 [364.39562988 424.49930096]
 [365.52434301 424.78583813]
 [369.0412941  424.65420532]
 [370.11396599 424.33621502]
 [371.21846962 424.16563654]
 [372.34677601 424.24140787]
 [373.2969923  424.6936779 ]
 [367.46704197 425.89804125]
 [367.44457722 426.9592638 ]
 [367.42410851 427.9787221 ]
 [367.39601803 428.99883842]
 [366.21277905 429.7661171 ]
 [366.68709087 429.94793701]
 [367.1336441  430.08047104]
 [367.62958717 430.02555656]
 [368.08804703 429.88253212]
 [362.70497513 426.004632  ]
 [363.6136198  425.59994316]
 [364.55524158 425.57293415]
 [365.3601265  426.12125397]
 [364.5454855  426.38934422]
 [363.58451986 426.39246464]
 [369.28394794 426.16063309]
 [370.04382515 425.56602383]
 [370.94447517 425.53093147]
 [371.79276562 425.93745708]
 [371.03716278 426.36959124]
 [370.14533997 426.40576506]
 [364.349648   431.22812843]
 [365.38940477 431.21225643]
 [366.20988703 431.14211845]
 [366.61567831 431.29666328]
 [367.03290272 431.24457836]
 [367.60562992 431.4119339 ]
 [368.25390911 431.54572678]
 [367.57269764 432.15308762]
 [366.92220831 432.48757935]
 [366.41939974 432.52392387]
 [365.89975595 432.41641808]
 [365.13590336 431.99408722]
 [364.66204548 431.33708668]
 [366.11694956 431.4130497 ]
 [366.56014061 431.52315235]
 [366.97716379 431.51308823]
 [367.9756937  431.57128716]
 [366.96495676 431.89095974]
 [366.51440859 431.90751839]
 [366.03574085 431.81705761]]","[1.5219171e-01 5.6197304e-01 1.2537918e-02 4.7954506e-01 6.5804088e-01
 3.5798958e-01 7.1835315e-01 9.7829306e-01 2.0895362e-01 1.6441857e-02
 3.2644227e-02 6.3669425e-04]",0.0
1,0.04,[893.98816  71.20821 950.6621  145.15154],0.9989087581634521,"[[893.69645488  98.98634392]
 [893.96590491 106.57785428]
 [894.97214161 114.24064219]
 [896.53944798 121.81913579]
 [899.01676264 128.95889258]
 [902.93939936 135.22734076]
 [908.29361445 140.19606644]
 [914.86579937 143.57953167]
 [922.35369384 144.52054679]
 [929.89956123 143.50633347]
 [936.51150793 139.96494389]
 [941.97776586 134.8302905 ]
 [946.01226652 128.36912024]
 [948.42902035 121.02636367]
 [949.84739071 113.32689852]
 [950.75874078 105.61685956]
 [950.97344536  97.99618179]
 [899.30971481  94.51211941]
 [903.21472441  92.49736345]
 [907.81886256  92.27438203]
 [912.42914203  93.08454272]
 [916.84051389  94.4398877 ]
 [926.23454738  93.97008136]
 [930.56198889  92.47864646]
 [935.15796226  91.56117049]
 [939.83877283  91.66223443]
 [943.81891567  93.37397748]
 [921.7540921   98.30887192]
 [921.81147277 103.15656024]
 [921.84193569 107.92002004]
 [921.86310387 112.76100463]
 [916.09841049 117.45316219]
 [918.92703271 118.28918779]
 [921.9616282  118.88124681]
 [925.1150772  118.27277803]
 [927.90088189 117.32230777]
 [904.0621042   99.43809748]
 [907.39321655  98.34964544]
 [910.68434915  98.21467006]
 [913.74017245  99.55076545]
 [910.62407312 100.41937613]
 [907.35603139 100.48066595]
 [929.89741439  99.1923686 ]
 [932.87005585  97.72909966]
 [936.12921     97.76353547]
 [939.49054056  98.80310166]
 [936.33213162  99.92802531]
 [933.10990149  99.96135068]
 [911.81052923 129.54648519]
 [915.29369298 126.96968895]
 [918.8498061  125.39606339]
 [921.44897553 126.22577596]
 [924.21707702 125.43410194]
 [928.03088498 127.0011636 ]
 [931.67069197 129.46382362]
 [928.38441855 131.733486  ]
 [924.76677912 132.99426103]
 [921.6821894  133.23539805]
 [918.72774673 132.97808158]
 [915.25147179 131.7204569 ]
 [913.30672461 129.44263077]
 [918.84210092 128.3239091 ]
 [921.52499712 128.63245773]
 [924.40147495 128.32575983]
 [930.17650771 129.39471346]
 [924.52699107 129.06777275]
 [921.61764437 129.34653705]
 [918.8846758  129.04494715]]","[7.7323489e-02 9.8949575e-01 6.3246889e-03 6.0979694e-01 7.0893317e-01
 2.3499569e-01 9.4861382e-01 9.7650087e-01 2.7353555e-01 1.0763558e-03
 3.2500532e-02 4.5210341e-05]",1.0
1,0.04,[327.79788 107.36232 382.62085 179.92693],0.9998682737350464,"[[329.46821281 138.16384214]
 [330.84519714 145.77332151]
 [333.03605363 153.27956533]
 [335.96033388 160.47464108]
 [340.1332351  166.78246748]
 [345.85137087 171.84632969]
 [352.40317029 175.69655418]
 [359.55902302 178.12756681]
 [366.58974802 178.09145355]
 [372.72463202 175.70834017]
 [377.0661031  170.97153115]
 [380.57430983 165.43209898]
 [383.30365419 159.33992147]
 [384.82300365 152.66545105]
 [385.37833357 145.77105558]
 [385.12685466 138.99702191]
 [384.16885793 132.46108794]
 [336.4285799  133.27615601]
 [340.30828214 131.00444496]
 [344.91997719 130.36016154]
 [349.55482131 130.90598124]
 [353.96110153 132.12486678]
 [364.76192522 131.18549907]
 [368.25601315 129.18949389]
 [372.14264989 127.62534708]
 [376.23461294 127.02052665]
 [379.78012097 128.23261046]
 [360.35032833 136.66316497]
 [361.12049675 141.56375039]
 [361.91179419 146.23554766]
 [362.77697039 150.87042522]
 [356.51751924 154.86767161]
 [359.76771677 155.55732083]
 [363.22583699 155.85079026]
 [366.22822201 154.70636964]
 [368.69879401 153.14939237]
 [341.87191951 138.38831675]
 [345.4658795  136.76011217]
 [349.01396227 136.58574373]
 [352.34097129 138.42159563]
 [349.01694417 139.28258812]
 [345.52359974 139.42082363]
 [367.26297712 136.80434304]
 [370.19515371 134.34401888]
 [373.59493017 133.78952098]
 [377.02179551 134.80398107]
 [374.17849374 136.51093656]
 [370.81907523 137.06409693]
 [351.58074975 163.70362306]
 [356.00307441 161.39804697]
 [360.59858537 159.7955898 ]
 [363.60371232 160.1515336 ]
 [366.37182927 159.11750233]
 [370.37441397 159.54673481]
 [373.77432024 160.6458565 ]
 [371.41964507 165.39756715]
 [368.05659556 168.50298119]
 [364.65394735 169.47174501]
 [361.10685003 169.5345695 ]
 [356.18602467 167.57812762]
 [352.88977289 163.75868201]
 [360.79753876 162.37726712]
 [363.91174114 162.34322309]
 [366.86745429 161.52558815]
 [372.57662666 161.14781117]
 [367.30160415 164.61023903]
 [364.19615865 165.49805486]
 [360.92602408 165.56744111]]","[1.99467108e-01 9.52747643e-01 2.29981113e-02 8.46363604e-01
 8.65175247e-01 5.23875058e-01 7.49289155e-01 9.78925467e-01
 1.81528836e-01 3.48590012e-03 8.11597425e-03 1.15428724e-04]",0.0
1,0.04,[1055.8912   193.20435 1079.9343   224.97319],0.9985799789428711,"[[1057.66399574  207.05747986]
 [1057.74393898  209.86530566]
 [1058.16413563  212.66909564]
 [1058.94310814  215.4361161 ]
 [1059.98870385  217.93720984]
 [1061.46907938  220.12432778]
 [1063.37570262  221.92073727]
 [1065.48203242  223.2930162 ]
 [1068.08585656  223.85681117]
 [1070.94900918  223.65551138]
 [1073.92860186  222.92492056]
 [1076.80415881  221.64084518]
 [1079.20033526  219.61879575]
 [1080.82490814  216.85781384]
 [1081.80612993  213.60428715]
 [1082.44324756  210.23316526]
 [1082.81250548  206.8294751 ]
 [1058.3004151   203.28854972]
 [1059.44051665  202.27738106]
 [1061.07926053  201.96640217]
 [1062.90158105  202.1324175 ]
 [1064.60743916  202.67303729]
 [1070.52861762  202.29223871]
 [1072.58403373  201.68605411]
 [1074.88048565  201.45896757]
 [1077.16584754  201.93526173]
 [1078.98808134  203.19468939]
 [1067.43379188  205.77992135]
 [1067.18918693  207.68267596]
 [1066.9344629   209.44738889]
 [1066.6834448   211.23755598]
 [1065.0270189   213.54565227]
 [1066.05266702  213.842816  ]
 [1067.18454313  213.95937586]
 [1068.54316068  213.8099947 ]
 [1069.91359961  213.56023991]
 [1060.13391238  206.76453078]
 [1061.61252749  206.0508343 ]
 [1063.19216621  206.0040217 ]
 [1064.68871814  206.84047127]
 [1063.17810518  207.34229648]
 [1061.60154831  207.3649379 ]
 [1071.81192946  206.71334797]
 [1073.35280669  205.7590636 ]
 [1075.03780437  205.7844677 ]
 [1076.74648774  206.51302004]
 [1075.09642494  207.16236943]
 [1073.40675664  207.17958474]
 [1063.92548573  217.77815127]
 [1065.06448221  216.84371257]
 [1066.32646424  216.19647408]
 [1067.31993747  216.43002295]
 [1068.37662768  216.2037679 ]
 [1070.36103857  216.82401979]
 [1072.40923774  217.73610139]
 [1070.61162305  218.63531554]
 [1068.83129251  219.1735723 ]
 [1067.59554338  219.26039362]
 [1066.43336815  219.14392316]
 [1065.19110215  218.63040352]
 [1064.44442433  217.77213597]
 [1066.33476746  217.34715247]
 [1067.38624883  217.44952524]
 [1068.49124742  217.35108101]
 [1071.83953118  217.70860696]
 [1068.66278362  217.6686188 ]
 [1067.54104805  217.72451425]
 [1066.47263211  217.62038732]]","[0.08977196 0.96249014 0.00448735 0.71265364 0.57244897 0.52510554
 0.85490954 0.9643018  0.09420547 0.01335327 0.01287013 0.00111574]",0.0
2,0.08,[893.77985   73.668495 949.3702   145.76843 ],0.999160885810852,"[[893.95761236 100.14912564]
 [894.29566707 107.6157456 ]
 [895.34987117 115.11188161]
 [896.94370894 122.47628367]
 [899.39885074 129.42722154]
 [903.27272233 135.53502136]
 [908.60732049 140.37645882]
 [915.17212176 143.65159726]
 [922.65422457 144.52811706]
 [930.19467658 143.4944526 ]
 [936.8760165  140.02316087]
 [942.41357088 134.92106694]
 [946.43821949 128.43744177]
 [948.758753   121.01326483]
 [950.02037108 113.24570984]
 [950.83517116 105.51846135]
 [950.98025143  97.88658789]
 [899.3176387   95.59546059]
 [902.96919452  93.37481678]
 [907.43887103  92.83566082]
 [912.03626901  93.33045086]
 [916.47033638  94.44445479]
 [926.09245002  93.59226346]
 [930.44181103  92.04541783]
 [935.10085684  91.15481192]
 [939.85049146  91.38211459]
 [943.84006506  93.22608045]
 [921.5860402   98.21664959]
 [921.62089556 103.14582449]
 [921.6221056  107.98421291]
 [921.60653889 112.88450074]
 [916.16047186 117.52734089]
 [918.94916469 118.36498785]
 [921.92961794 118.9355408 ]
 [925.09209144 118.30506122]
 [927.88957    117.31823266]
 [904.21540263  99.90871227]
 [907.44123718  98.58452386]
 [910.71623185  98.31479612]
 [913.8114087   99.68127382]
 [910.78811106 100.6162746 ]
 [907.54498461 100.79335886]
 [929.89453226  98.93039787]
 [932.81275862  97.23356095]
 [936.10386312  97.1609689 ]
 [939.52261221  98.29602861]
 [936.4054451   99.47154659]
 [933.16688323  99.58316523]
 [911.86488748 129.29595083]
 [915.2369684  126.83760923]
 [918.74848476 125.32942379]
 [921.38576162 126.14041805]
 [924.16917104 125.35743427]
 [928.1360535  126.81792521]
 [931.94712514 129.18207586]
 [928.59524339 131.43051851]
 [924.90386927 132.76002228]
 [921.79076755 133.01767564]
 [918.79360744 132.7599504 ]
 [915.28322524 131.48270971]
 [913.29981595 129.18110943]
 [918.8100667  128.16347492]
 [921.52657682 128.47982889]
 [924.42186445 128.1657033 ]
 [930.46891499 129.13433743]
 [924.58103383 128.96488076]
 [921.63760042 129.25714189]
 [918.86697024 128.95505273]]","[7.9694510e-02 9.8845226e-01 8.1061004e-03 5.3923261e-01 6.6178441e-01
 2.8354213e-01 9.4157594e-01 9.7266942e-01 2.1760474e-01 1.1868499e-03
 2.5243409e-02 4.4277454e-05]",1.0
2,0.08,[327.758   107.85831 382.521   179.22374],0.9998712539672852,"[[329.43422091 138.13983154]
 [330.83268338 145.74474955]
 [333.03989214 153.23595798]
 [335.97268438 160.41537285]
 [340.15198803 166.70824647]
 [345.87144756 171.76463819]
 [352.4149307  175.62842286]
 [359.55568314 178.07938433]
 [366.57315087 178.05175257]
 [372.69215369 175.6708343 ]
 [377.01627624 170.93965077]
 [380.52153254 165.41074967]
 [383.26223803 159.32746279]
 [384.7929014  152.65359426]
 [385.35149646 145.75428927]
 [385.1076926  138.9763571 ]
 [384.16216636 132.42975044]
 [336.31890553 133.34666538]
 [340.18641365 131.04701179]
 [344.80652332 130.38217175]
 [349.45856649 130.91256857]
 [353.8810426  132.12436324]
 [364.71410859 131.17461002]
 [368.23526967 129.18838847]
 [372.14749646 127.64090371]
 [376.25675297 127.06123471]
 [379.80353951 128.30506909]
 [360.28032053 136.66723853]
 [361.0467124  141.56597304]
 [361.83484697 146.23478842]
 [362.69801295 150.86654246]
 [356.42881751 154.84151506]
 [359.69161928 155.53230906]
 [363.16865373 155.82613254]
 [366.18644786 154.67191648]
 [368.67238963 153.11331844]
 [341.77899277 138.40010667]
 [345.38684928 136.76936471]
 [348.94042969 136.59208912]
 [352.27654374 138.42833638]
 [348.94489467 139.28235209]
 [345.4430353  139.42352623]
 [367.23266244 136.80736822]
 [370.17824185 134.34115106]
 [373.58454466 133.78817558]
 [377.02187419 134.80038154]
 [374.16685331 136.50339329]
 [370.79819798 137.05785382]
 [351.53674507 163.67230129]
 [355.9575119  161.37300372]
 [360.56255865 159.7658534 ]
 [363.58128512 160.11585307]
 [366.36314321 159.07793903]
 [370.39128256 159.49302912]
 [373.80565774 160.58232784]
 [371.4688071  165.38377488]
 [368.10201645 168.53014874]
 [364.68108344 169.51247668]
 [361.11385238 169.57844436]
 [356.16437244 167.60069251]
 [352.84098852 163.73153806]
 [360.75990701 162.33834505]
 [363.88988829 162.3018384 ]
 [366.861341   161.47507286]
 [372.61281466 161.08704805]
 [367.3351171  164.63946795]
 [364.21343243 165.54311776]
 [360.9227078  165.61306262]]","[1.9857793e-01 9.5026505e-01 2.3317249e-02 8.3919883e-01 8.6881167e-01
 5.2790815e-01 7.4090284e-01 9.7907186e-01 1.8815975e-01 3.6310717e-03
 7.8499578e-03 1.1885070e-04]",0.0
2,0.08,[1055.869    193.19206 1079.7427   224.7699 ],0.9988862872123718,"[[1057.50724065  207.34951961]
 [1057.64759421  210.12414968]
 [1058.16493428  212.90078485]
 [1059.12136623  215.58332896]
 [1060.35331625  217.98010653]
 [1061.96412736  220.07462907]
 [1063.89424378  221.83243996]
 [1065.95761466  223.22541595]
 [1068.51483309  223.74719489]
 [1071.31992686  223.43487287]
 [1074.23988867  222.53398478]
 [1077.08799875  221.11958879]
 [1079.48862576  219.01927567]
 [1081.13125575  216.1837182 ]
 [1082.03219223  212.84393507]
 [1082.5002656   209.40541545]
 [1082.69012094  205.97521698]
 [1058.16250309  203.37706685]
 [1059.292505    202.3779954 ]
 [1060.90372232  202.0517388 ]
 [1062.69300637  202.17151761]
 [1064.35386547  202.669696  ]
 [1070.07227916  202.13736393]
 [1072.09963602  201.41883107]
 [1074.38839573  201.09522474]
 [1076.68539017  201.47411349]
 [1078.58059365  202.62755346]
 [1067.16096607  205.70641947]
 [1066.97248492  207.64917839]
 [1066.76528892  209.45414197]
 [1066.55974972  211.28119624]
 [1065.01934442  213.54684889]
 [1066.04492813  213.84300911]
 [1067.17429048  213.93482715]
 [1068.53201473  213.72976243]
 [1069.88189316  213.43027997]
 [1060.04975444  206.81257451]
 [1061.49409297  206.06826055]
 [1063.05343869  205.97388428]
 [1064.54603186  206.75610846]
 [1063.07588631  207.27583045]
 [1061.52624977  207.34899932]
 [1071.53958386  206.40663937]
 [1073.03444833  205.41580093]
 [1074.70616609  205.37473959]
 [1076.43756151  206.02782321]
 [1074.81556159  206.72298282]
 [1073.14063567  206.7967999 ]
 [1064.19360438  217.60660648]
 [1065.21746647  216.70010585]
 [1066.42119038  216.04578286]
 [1067.39219129  216.28013241]
 [1068.4235509   216.03168666]
 [1070.42731673  216.61290473]
 [1072.47281456  217.43620753]
 [1070.73444968  218.4842959 ]
 [1068.97888762  219.14132404]
 [1067.75370222  219.26121175]
 [1066.59810418  219.1472823 ]
 [1065.38129786  218.55057657]
 [1064.71409038  217.60771966]
 [1066.46683839  217.21779162]
 [1067.48807743  217.31342626]
 [1068.566378    217.20501429]
 [1071.89936107  217.43945026]
 [1068.73991597  217.5474906 ]
 [1067.63727504  217.62153584]
 [1066.58648151  217.51910114]]","[0.09687328 0.9641013  0.00424942 0.72210246 0.57804346 0.57172096
 0.87176967 0.9620369  0.10034221 0.0148004  0.01350829 0.00116612]",0.0
